kind,step,loss,lr,grad_norm
instant,56989,0.0245,,
instant,56990,0.0128,,
instant,56990,0.0128,,
instant,56991,0.0133,,
instant,56991,0.0133,,
instant,56992,0.0125,,
instant,56992,0.0125,,
instant,56993,0.0108,,
instant,56993,0.0108,,
instant,56994,0.0057,,
instant,56994,0.0057,,
instant,56995,0.0044,,
instant,56995,0.0044,,
instant,56996,0.039,,
instant,56996,0.039,,
instant,56997,0.0638,,
instant,56997,0.0638,,
instant,56998,0.0044,,
instant,56998,0.0044,,
instant,56999,0.01,,
instant,56999,0.01,,
instant,57000,0.0037,,
instant,57000,0.0037,,
instant,57001,0.0081,,
instant,57001,0.0081,,
instant,57002,0.0038,,
instant,57002,0.0038,,
instant,57003,0.007,,
instant,57003,0.007,,
instant,57004,0.0545,,
instant,57004,0.0545,,
instant,57005,0.0629,,
instant,57005,0.0629,,
instant,57006,0.0019,,
instant,57006,0.0019,,
instant,57007,0.0182,,
instant,57007,0.0182,,
instant,57008,0.0086,,
instant,57008,0.0086,,
instant,57009,0.0162,,
instant,57009,0.0162,,
instant,57010,0.0302,,
instant,57010,0.0302,,
instant,57011,0.0316,,
instant,57011,0.0316,,
instant,57012,0.0214,,
instant,57012,0.0214,,
instant,57013,0.0111,,
instant,57013,0.0111,,
instant,57014,0.0121,,
instant,57014,0.0121,,
instant,57015,0.0037,,
instant,57015,0.0037,,
instant,57016,0.0047,,
instant,57016,0.0047,,
instant,57017,0.0039,,
instant,57017,0.0039,,
instant,57018,0.0128,,
instant,57018,0.0128,,
instant,57019,0.0172,,
instant,57019,0.0172,,
instant,57020,0.0109,,
instant,57020,0.0109,,
instant,57021,0.0119,,
instant,57021,0.0119,,
instant,57022,0.0177,,
instant,57022,0.0177,,
instant,57023,0.0109,,
instant,57023,0.0109,,
instant,57024,0.0146,,
instant,57024,0.0146,,
instant,57025,0.0083,,
instant,57025,0.0083,,
instant,57026,0.005,,
instant,57026,0.005,,
instant,57027,0.0293,,
instant,57027,0.0293,,
instant,57028,0.0275,,
instant,57028,0.0275,,
instant,57029,0.0633,,
instant,57029,0.0633,,
instant,57030,0.006,,
instant,57030,0.006,,
instant,57031,0.0017,,
instant,57031,0.0017,,
instant,57032,0.0373,,
instant,57032,0.0373,,
instant,57033,0.0107,,
instant,57033,0.0107,,
instant,57034,0.0081,,
instant,57034,0.0081,,
instant,57035,0.0287,,
instant,57035,0.0287,,
instant,57036,0.0193,,
instant,57036,0.0193,,
instant,57037,0.0068,,
instant,57037,0.0068,,
instant,57038,0.0085,,
instant,57038,0.0085,,
instant,57039,0.028,,
instant,57039,0.028,,
instant,57040,0.0131,,
instant,57040,0.0131,,
instant,57041,0.072,,
instant,57041,0.072,,
instant,57042,0.0407,,
instant,57042,0.0407,,
instant,57043,0.0999,,
instant,57043,0.0999,,
instant,57044,0.0078,,
instant,57044,0.0078,,
instant,57045,0.0406,,
instant,57045,0.0406,,
instant,57046,0.0272,,
instant,57046,0.0272,,
instant,57047,0.0071,,
instant,57047,0.0071,,
instant,57048,0.0266,,
instant,57048,0.0266,,
instant,57049,0.013,,
instant,57049,0.013,,
instant,57050,0.0492,,
instant,57050,0.0492,,
instant,57051,0.0063,,
instant,57051,0.0063,,
instant,57052,0.0042,,
instant,57052,0.0042,,
instant,57053,0.0569,,
instant,57053,0.0569,,
instant,57054,0.0065,,
instant,57054,0.0065,,
instant,57055,0.064,,
instant,57055,0.064,,
instant,57056,0.0286,,
instant,57056,0.0286,,
instant,57057,0.0214,,
instant,57057,0.0214,,
instant,57058,0.0892,,
instant,57058,0.0892,,
instant,57059,0.0235,,
instant,57059,0.0235,,
instant,57060,0.0045,,
instant,57060,0.0045,,
instant,57061,0.04,,
instant,57061,0.04,,
instant,57062,0.0107,,
instant,57062,0.0107,,
instant,57063,0.0082,,
instant,57063,0.0082,,
instant,57064,0.0012,,
instant,57064,0.0012,,
instant,57065,0.0133,,
instant,57065,0.0133,,
instant,57066,0.015,,
instant,57066,0.015,,
instant,57067,0.009,,
instant,57067,0.009,,
instant,57068,0.028,,
instant,57068,0.028,,
instant,57069,0.0115,,
instant,57069,0.0115,,
instant,57070,0.0236,,
instant,57070,0.0236,,
instant,57071,0.0281,,
instant,57071,0.0281,,
instant,57072,0.0851,,
instant,57072,0.0851,,
instant,57073,0.0177,,
instant,57073,0.0177,,
instant,57074,0.0106,,
instant,57074,0.0106,,
instant,57075,0.03,,
instant,57075,0.03,,
instant,57076,0.0105,,
instant,57076,0.0105,,
instant,57077,0.0086,,
instant,57077,0.0086,,
instant,57078,0.0046,,
instant,57078,0.0046,,
instant,57079,0.0462,,
instant,57079,0.0462,,
instant,57080,0.0536,,
instant,57080,0.0536,,
instant,57081,0.0206,,
instant,57081,0.0206,,
instant,57082,0.0112,,
instant,57082,0.0112,,
instant,57083,0.0064,,
instant,57083,0.0064,,
instant,57084,0.0177,,
instant,57084,0.0177,,
instant,57085,0.0188,,
instant,57085,0.0188,,
instant,57086,0.005,,
instant,57086,0.005,,
instant,57087,0.0041,,
instant,57087,0.0041,,
instant,57088,0.0174,,
instant,57088,0.0174,,
instant,57089,0.0406,,
instant,57089,0.0406,,
instant,57090,0.0184,,
instant,57090,0.0184,,
instant,57091,0.0043,,
instant,57091,0.0043,,
instant,57092,0.0084,,
instant,57092,0.0084,,
instant,57093,0.0352,,
instant,57093,0.0352,,
instant,57094,0.0051,,
instant,57094,0.0051,,
instant,57095,0.1072,,
instant,57095,0.1072,,
instant,57096,0.0144,,
instant,57096,0.0144,,
instant,57097,0.018,,
instant,57097,0.018,,
instant,57098,0.0056,,
instant,57098,0.0056,,
instant,57099,0.013,,
instant,57099,0.013,,
instant,57100,0.0419,,
instant,57100,0.0419,,
instant,57101,0.039,,
instant,57101,0.039,,
instant,57102,0.0025,,
instant,57102,0.0025,,
instant,57103,0.0178,,
instant,57103,0.0178,,
instant,57104,0.0175,,
instant,57104,0.0175,,
instant,57105,0.0039,,
instant,57105,0.0039,,
instant,57106,0.008,,
instant,57106,0.008,,
instant,57107,0.0176,,
instant,57107,0.0176,,
instant,57108,0.0062,,
instant,57108,0.0062,,
instant,57109,0.0202,,
instant,57109,0.0202,,
instant,57110,0.0039,,
instant,57110,0.0039,,
instant,57111,0.0106,,
instant,57111,0.0106,,
instant,57112,0.0031,,
instant,57112,0.0031,,
instant,57113,0.0306,,
instant,57113,0.0306,,
instant,57114,0.0041,,
instant,57114,0.0041,,
instant,57115,0.0376,,
instant,57115,0.0376,,
instant,57116,0.0274,,
instant,57116,0.0274,,
instant,57117,0.0118,,
instant,57117,0.0118,,
instant,57118,0.0093,,
instant,57118,0.0093,,
instant,57119,0.1352,,
instant,57119,0.1352,,
instant,57120,0.0042,,
instant,57120,0.0042,,
instant,57121,0.0071,,
instant,57121,0.0071,,
instant,57122,0.0061,,
instant,57122,0.0061,,
instant,57123,0.0047,,
instant,57123,0.0047,,
instant,57124,0.0331,,
instant,57124,0.0331,,
instant,57125,0.0035,,
instant,57125,0.0035,,
instant,57126,0.014,,
instant,57126,0.014,,
instant,57127,0.0234,,
instant,57127,0.0234,,
instant,57128,0.0157,,
instant,57128,0.0157,,
instant,57129,0.0183,,
instant,57129,0.0183,,
instant,57130,0.0178,,
instant,57130,0.0178,,
instant,57131,0.0294,,
instant,57131,0.0294,,
instant,57132,0.0083,,
instant,57132,0.0083,,
instant,57133,0.019,,
instant,57133,0.019,,
instant,57134,0.0529,,
instant,57134,0.0529,,
instant,57135,0.0052,,
instant,57135,0.0052,,
instant,57136,0.0114,,
instant,57136,0.0114,,
instant,57137,0.0086,,
instant,57137,0.0086,,
instant,57138,0.0018,,
instant,57138,0.0018,,
instant,57139,0.0232,,
instant,57139,0.0232,,
instant,57140,0.0299,,
instant,57140,0.0299,,
instant,57141,0.011,,
instant,57141,0.011,,
instant,57142,0.0089,,
instant,57142,0.0089,,
instant,57143,0.0412,,
instant,57143,0.0412,,
instant,57144,0.0101,,
instant,57144,0.0101,,
instant,57145,0.0111,,
instant,57145,0.0111,,
instant,57146,0.037,,
instant,57146,0.037,,
instant,57147,0.003,,
instant,57147,0.003,,
instant,57148,0.0087,,
instant,57148,0.0087,,
instant,57149,0.0333,,
instant,57149,0.0333,,
instant,57150,0.0179,,
instant,57150,0.0179,,
instant,57151,0.043,,
instant,57151,0.043,,
instant,57152,0.0238,,
instant,57152,0.0238,,
instant,57153,0.0705,,
instant,57153,0.0705,,
instant,57154,0.0135,,
instant,57154,0.0135,,
instant,57155,0.0549,,
instant,57155,0.0549,,
instant,57156,0.0109,,
instant,57156,0.0109,,
instant,57157,0.005,,
instant,57157,0.005,,
instant,57158,0.007,,
instant,57158,0.007,,
instant,57159,0.004,,
instant,57159,0.004,,
instant,57160,0.0157,,
instant,57160,0.0157,,
instant,57161,0.0196,,
instant,57161,0.0196,,
instant,57162,0.0376,,
instant,57162,0.0376,,
instant,57163,0.0549,,
instant,57163,0.0549,,
instant,57164,0.0119,,
instant,57164,0.0119,,
instant,57165,0.0955,,
instant,57165,0.0955,,
instant,57166,0.006,,
instant,57166,0.006,,
instant,57167,0.0132,,
instant,57167,0.0132,,
instant,57168,0.0162,,
instant,57168,0.0162,,
instant,57169,0.0378,,
instant,57169,0.0378,,
instant,57170,0.077,,
instant,57170,0.077,,
instant,57171,0.0467,,
instant,57171,0.0467,,
instant,57172,0.0163,,
instant,57172,0.0163,,
instant,57173,0.0121,,
instant,57173,0.0121,,
instant,57174,0.0378,,
instant,57174,0.0378,,
instant,57175,0.0047,,
instant,57175,0.0047,,
instant,57176,0.005,,
instant,57176,0.005,,
instant,57177,0.0311,,
instant,57177,0.0311,,
instant,57178,0.0038,,
instant,57178,0.0038,,
instant,57179,0.0182,,
instant,57179,0.0182,,
instant,57180,0.0155,,
instant,57180,0.0155,,
instant,57181,0.0204,,
instant,57181,0.0204,,
instant,57182,0.0151,,
instant,57182,0.0151,,
instant,57183,0.0334,,
instant,57183,0.0334,,
instant,57184,0.0053,,
instant,57184,0.0053,,
instant,57185,0.0033,,
instant,57185,0.0033,,
instant,57186,0.0135,,
instant,57186,0.0135,,
instant,57187,0.0128,,
instant,57187,0.0128,,
instant,57188,0.0096,,
instant,57188,0.0096,,
instant,57189,0.0044,,
instant,57189,0.0044,,
instant,57190,0.008,,
instant,57190,0.008,,
instant,57191,0.0285,,
instant,57191,0.0285,,
instant,57192,0.0158,,
instant,57192,0.0158,,
instant,57193,0.0031,,
instant,57193,0.0031,,
instant,57194,0.0111,,
instant,57194,0.0111,,
instant,57195,0.0093,,
instant,57195,0.0093,,
instant,57196,0.0538,,
instant,57196,0.0538,,
instant,57197,0.0213,,
instant,57197,0.0213,,
instant,57198,0.0118,,
instant,57198,0.0118,,
instant,57199,0.0111,,
instant,57199,0.0111,,
instant,57200,0.0116,,
instant,57200,0.0116,,
instant,57201,0.0418,,
instant,57201,0.0418,,
instant,57202,0.0042,,
instant,57202,0.0042,,
instant,57203,0.0029,,
instant,57203,0.0029,,
instant,57204,0.0073,,
instant,57204,0.0073,,
instant,57205,0.005,,
instant,57205,0.005,,
instant,57206,0.0233,,
instant,57206,0.0233,,
instant,57207,0.0063,,
instant,57207,0.0063,,
instant,57208,0.0189,,
instant,57208,0.0189,,
instant,57209,0.0077,,
instant,57209,0.0077,,
instant,57210,0.0084,,
instant,57210,0.0084,,
instant,57211,0.0095,,
instant,57211,0.0095,,
instant,57212,0.0045,,
instant,57212,0.0045,,
instant,57213,0.004,,
instant,57213,0.004,,
instant,57214,0.0181,,
instant,57214,0.0181,,
instant,57215,0.0064,,
instant,57215,0.0064,,
instant,57216,0.0107,,
instant,57216,0.0107,,
instant,57217,0.025,,
instant,57217,0.025,,
instant,57218,0.0055,,
instant,57218,0.0055,,
instant,57219,0.042,,
instant,57219,0.042,,
instant,57220,0.015,,
instant,57220,0.015,,
instant,57221,0.0279,,
instant,57221,0.0279,,
instant,57222,0.0287,,
instant,57222,0.0287,,
instant,57223,0.0093,,
instant,57223,0.0093,,
instant,57224,0.0467,,
instant,57224,0.0467,,
instant,57225,0.0117,,
instant,57225,0.0117,,
instant,57226,0.016,,
instant,57226,0.016,,
instant,57227,0.0878,,
instant,57227,0.0878,,
instant,57228,0.0083,,
instant,57228,0.0083,,
instant,57229,0.0243,,
instant,57229,0.0243,,
instant,57230,0.0067,,
instant,57230,0.0067,,
instant,57231,0.0187,,
instant,57231,0.0187,,
instant,57232,0.0708,,
instant,57232,0.0708,,
instant,57233,0.0039,,
instant,57233,0.0039,,
instant,57234,0.0253,,
instant,57234,0.0253,,
instant,57235,0.0167,,
instant,57235,0.0167,,
instant,57236,0.02,,
instant,57236,0.02,,
instant,57237,0.0096,,
instant,57237,0.0096,,
instant,57238,0.0192,,
instant,57238,0.0192,,
instant,57239,0.1014,,
instant,57239,0.1014,,
instant,57240,0.0255,,
instant,57240,0.0255,,
instant,57241,0.0108,,
instant,57241,0.0108,,
instant,57242,0.0277,,
instant,57242,0.0277,,
instant,57243,0.0142,,
instant,57243,0.0142,,
instant,57244,0.0669,,
instant,57244,0.0669,,
instant,57245,0.0101,,
instant,57245,0.0101,,
instant,57246,0.0489,,
instant,57246,0.0489,,
instant,57247,0.0381,,
instant,57247,0.0381,,
instant,57248,0.0176,,
instant,57248,0.0176,,
instant,57249,0.0592,,
instant,57249,0.0592,,
instant,57250,0.0101,,
instant,57250,0.0101,,
instant,57251,0.007,,
instant,57251,0.007,,
instant,57252,0.0295,,
instant,57252,0.0295,,
instant,57253,0.0117,,
instant,57253,0.0117,,
instant,57254,0.0055,,
instant,57254,0.0055,,
instant,57255,0.0085,,
instant,57255,0.0085,,
instant,57256,0.041,,
instant,57256,0.041,,
instant,57257,0.0225,,
instant,57257,0.0225,,
instant,57258,0.0536,,
instant,57258,0.0536,,
instant,57259,0.0031,,
instant,57259,0.0031,,
instant,57260,0.02,,
instant,57260,0.02,,
instant,57261,0.0046,,
instant,57261,0.0046,,
instant,57262,0.02,,
instant,57262,0.02,,
instant,57263,0.0099,,
instant,57263,0.0099,,
instant,57264,0.0112,,
instant,57264,0.0112,,
instant,57265,0.0066,,
instant,57265,0.0066,,
instant,57266,0.0141,,
instant,57266,0.0141,,
instant,57267,0.0412,,
instant,57267,0.0412,,
instant,57268,0.0006,,
instant,57268,0.0006,,
instant,57269,0.0048,,
instant,57269,0.0048,,
instant,57270,0.0034,,
instant,57270,0.0034,,
instant,57271,0.0161,,
instant,57271,0.0161,,
instant,57272,0.0073,,
instant,57272,0.0073,,
instant,57273,0.0503,,
instant,57273,0.0503,,
instant,57274,0.0103,,
instant,57274,0.0103,,
instant,57275,0.0137,,
instant,57275,0.0137,,
instant,57276,0.0078,,
instant,57276,0.0078,,
instant,57277,0.0089,,
instant,57277,0.0089,,
instant,57278,0.0161,,
instant,57278,0.0161,,
instant,57279,0.0423,,
instant,57279,0.0423,,
instant,57280,0.0076,,
instant,57280,0.0076,,
instant,57281,0.0036,,
instant,57281,0.0036,,
instant,57282,0.032,,
instant,57282,0.032,,
instant,57283,0.0084,,
instant,57283,0.0084,,
instant,57284,0.0237,,
instant,57284,0.0237,,
instant,57285,0.0201,,
instant,57285,0.0201,,
instant,57286,0.0103,,
instant,57286,0.0103,,
instant,57287,0.0204,,
instant,57287,0.0204,,
instant,57288,0.0054,,
instant,57288,0.0054,,
instant,57289,0.0201,,
instant,57289,0.0201,,
instant,57290,0.0112,,
instant,57290,0.0112,,
instant,57291,0.0281,,
instant,57291,0.0281,,
instant,57292,0.0057,,
instant,57292,0.0057,,
instant,57293,0.0195,,
instant,57293,0.0195,,
instant,57294,0.0151,,
instant,57294,0.0151,,
instant,57295,0.0584,,
instant,57295,0.0584,,
instant,57296,0.0307,,
instant,57296,0.0307,,
instant,57297,0.0256,,
instant,57297,0.0256,,
instant,57298,0.0076,,
instant,57298,0.0076,,
instant,57299,0.0187,,
instant,57299,0.0187,,
instant,57300,0.0281,,
instant,57300,0.0281,,
instant,57301,0.0129,,
instant,57301,0.0129,,
instant,57302,0.0111,,
instant,57302,0.0111,,
instant,57303,0.0037,,
instant,57303,0.0037,,
instant,57304,0.0957,,
instant,57304,0.0957,,
instant,57305,0.0176,,
instant,57305,0.0176,,
instant,57306,0.0136,,
instant,57306,0.0136,,
instant,57307,0.0119,,
instant,57307,0.0119,,
instant,57308,0.0021,,
instant,57308,0.0021,,
instant,57309,0.0247,,
instant,57309,0.0247,,
instant,57310,0.0019,,
instant,57310,0.0019,,
instant,57311,0.0592,,
instant,57311,0.0592,,
instant,57312,0.0649,,
instant,57312,0.0649,,
instant,57313,0.0083,,
instant,57313,0.0083,,
instant,57314,0.0066,,
instant,57314,0.0066,,
instant,57315,0.0055,,
instant,57315,0.0055,,
instant,57316,0.0034,,
instant,57316,0.0034,,
instant,57317,0.0442,,
instant,57317,0.0442,,
instant,57318,0.0022,,
instant,57318,0.0022,,
instant,57319,0.0151,,
instant,57319,0.0151,,
instant,57320,0.0045,,
instant,57320,0.0045,,
instant,57321,0.0123,,
instant,57321,0.0123,,
instant,57322,0.0017,,
instant,57322,0.0017,,
instant,57323,0.0073,,
instant,57323,0.0073,,
instant,57324,0.0046,,
instant,57324,0.0046,,
instant,57325,0.1053,,
instant,57325,0.1053,,
instant,57326,0.023,,
instant,57326,0.023,,
instant,57327,0.0304,,
instant,57327,0.0304,,
instant,57328,0.0179,,
instant,57328,0.0179,,
instant,57329,0.0171,,
instant,57329,0.0171,,
instant,57330,0.0656,,
instant,57330,0.0656,,
instant,57331,0.0126,,
instant,57331,0.0126,,
instant,57332,0.019,,
instant,57332,0.019,,
instant,57333,0.0084,,
instant,57333,0.0084,,
instant,57334,0.0264,,
instant,57334,0.0264,,
instant,57335,0.0041,,
instant,57335,0.0041,,
instant,57336,0.0229,,
instant,57336,0.0229,,
instant,57337,0.0177,,
instant,57337,0.0177,,
instant,57338,0.0121,,
instant,57338,0.0121,,
instant,57339,0.0453,,
instant,57339,0.0453,,
instant,57340,0.0153,,
instant,57340,0.0153,,
instant,57341,0.0052,,
instant,57341,0.0052,,
instant,57342,0.0037,,
instant,57342,0.0037,,
instant,57343,0.0189,,
instant,57343,0.0189,,
instant,57344,0.0024,,
instant,57344,0.0024,,
instant,57345,0.01,,
instant,57345,0.01,,
instant,57346,0.0067,,
instant,57346,0.0067,,
instant,57347,0.0027,,
instant,57347,0.0027,,
instant,57348,0.0055,,
instant,57348,0.0055,,
instant,57349,0.0108,,
instant,57349,0.0108,,
instant,57350,0.0217,,
instant,57350,0.0217,,
instant,57351,0.0194,,
instant,57351,0.0194,,
instant,57352,0.0172,,
instant,57352,0.0172,,
instant,57353,0.0034,,
instant,57353,0.0034,,
instant,57354,0.0039,,
instant,57354,0.0039,,
instant,57355,0.0186,,
instant,57355,0.0186,,
instant,57356,0.0055,,
instant,57356,0.0055,,
instant,57357,0.0115,,
instant,57357,0.0115,,
instant,57358,0.0191,,
instant,57358,0.0191,,
instant,57359,0.0279,,
instant,57359,0.0279,,
instant,57360,0.0021,,
instant,57360,0.0021,,
instant,57361,0.01,,
instant,57361,0.01,,
instant,57362,0.006,,
instant,57362,0.006,,
instant,57363,0.0146,,
instant,57363,0.0146,,
instant,57364,0.0104,,
instant,57364,0.0104,,
instant,57365,0.0147,,
instant,57365,0.0147,,
instant,57366,0.0049,,
instant,57366,0.0049,,
instant,57367,0.0094,,
instant,57367,0.0094,,
instant,57368,0.0135,,
instant,57368,0.0135,,
instant,57369,0.0227,,
instant,57369,0.0227,,
instant,57370,0.0345,,
instant,57370,0.0345,,
instant,57371,0.0044,,
instant,57371,0.0044,,
instant,57372,0.0046,,
instant,57372,0.0046,,
instant,57373,0.0304,,
instant,57373,0.0304,,
instant,57374,0.013,,
instant,57374,0.013,,
instant,57375,0.004,,
instant,57375,0.004,,
instant,57376,0.011,,
instant,57376,0.011,,
instant,57377,0.0051,,
instant,57377,0.0051,,
instant,57378,0.0424,,
instant,57378,0.0424,,
instant,57379,0.0128,,
instant,57379,0.0128,,
instant,57380,0.0242,,
instant,57380,0.0242,,
instant,57381,0.0339,,
instant,57381,0.0339,,
instant,57382,0.0046,,
instant,57382,0.0046,,
instant,57383,0.009,,
instant,57383,0.009,,
instant,57384,0.0472,,
instant,57384,0.0472,,
instant,57385,0.0038,,
instant,57385,0.0038,,
instant,57386,0.0434,,
instant,57386,0.0434,,
instant,57387,0.0052,,
instant,57387,0.0052,,
instant,57388,0.028,,
instant,57388,0.028,,
instant,57389,0.0907,,
instant,57389,0.0907,,
instant,57390,0.0206,,
instant,57390,0.0206,,
instant,57391,0.0172,,
instant,57391,0.0172,,
instant,57392,0.0125,,
instant,57392,0.0125,,
instant,57393,0.0027,,
instant,57393,0.0027,,
instant,57394,0.0071,,
instant,57394,0.0071,,
instant,57395,0.0413,,
instant,57395,0.0413,,
instant,57396,0.0043,,
instant,57396,0.0043,,
instant,57397,0.0375,,
instant,57397,0.0375,,
instant,57398,0.014,,
instant,57398,0.014,,
instant,57399,0.0126,,
instant,57399,0.0126,,
instant,57400,0.014,,
instant,57400,0.014,,
instant,57401,0.0088,,
instant,57401,0.0088,,
instant,57402,0.0098,,
instant,57402,0.0098,,
instant,57403,0.008,,
instant,57403,0.008,,
instant,57404,0.0312,,
instant,57404,0.0312,,
instant,57405,0.007,,
instant,57405,0.007,,
instant,57406,0.0123,,
instant,57406,0.0123,,
instant,57407,0.036,,
instant,57407,0.036,,
instant,57408,0.0038,,
instant,57408,0.0038,,
instant,57409,0.0232,,
instant,57409,0.0232,,
instant,57410,0.0432,,
instant,57410,0.0432,,
instant,57411,0.0231,,
instant,57411,0.0231,,
instant,57412,0.0088,,
instant,57412,0.0088,,
instant,57413,0.0468,,
instant,57413,0.0468,,
instant,57414,0.0033,,
instant,57414,0.0033,,
instant,57415,0.0434,,
instant,57415,0.0434,,
instant,57416,0.0083,,
instant,57416,0.0083,,
instant,57417,0.0015,,
instant,57417,0.0015,,
instant,57418,0.0102,,
instant,57418,0.0102,,
instant,57419,0.0302,,
instant,57419,0.0302,,
instant,57420,0.0283,,
instant,57420,0.0283,,
instant,57421,0.008,,
instant,57421,0.008,,
instant,57422,0.0223,,
instant,57422,0.0223,,
instant,57423,0.0055,,
instant,57423,0.0055,,
instant,57424,0.0179,,
instant,57424,0.0179,,
instant,57425,0.0057,,
instant,57425,0.0057,,
instant,57426,0.0106,,
instant,57426,0.0106,,
instant,57427,0.0128,,
instant,57427,0.0128,,
instant,57428,0.0284,,
instant,57428,0.0284,,
instant,57429,0.0169,,
instant,57429,0.0169,,
instant,57430,0.0275,,
instant,57430,0.0275,,
instant,57431,0.0126,,
instant,57431,0.0126,,
instant,57432,0.0043,,
instant,57432,0.0043,,
instant,57433,0.0394,,
instant,57433,0.0394,,
instant,57434,0.0042,,
instant,57434,0.0042,,
instant,57435,0.007,,
instant,57435,0.007,,
instant,57436,0.0032,,
instant,57436,0.0032,,
instant,57437,0.01,,
instant,57437,0.01,,
instant,57438,0.0212,,
instant,57438,0.0212,,
instant,57439,0.018,,
instant,57439,0.018,,
instant,57440,0.0139,,
instant,57440,0.0139,,
instant,57441,0.0342,,
instant,57441,0.0342,,
instant,57442,0.0076,,
instant,57442,0.0076,,
instant,57443,0.052,,
instant,57443,0.052,,
instant,57444,0.008,,
instant,57444,0.008,,
instant,57445,0.0058,,
instant,57445,0.0058,,
instant,57446,0.002,,
instant,57446,0.002,,
instant,57447,0.0529,,
instant,57447,0.0529,,
instant,57448,0.0477,,
instant,57448,0.0477,,
instant,57449,0.0481,,
instant,57449,0.0481,,
instant,57450,0.0037,,
instant,57450,0.0037,,
instant,57451,0.0303,,
instant,57451,0.0303,,
instant,57452,0.022,,
instant,57452,0.022,,
instant,57453,0.0074,,
instant,57453,0.0074,,
instant,57454,0.0123,,
instant,57454,0.0123,,
instant,57455,0.0094,,
instant,57455,0.0094,,
instant,57456,0.0145,,
instant,57456,0.0145,,
instant,57457,0.0571,,
instant,57457,0.0571,,
instant,57458,0.0042,,
instant,57458,0.0042,,
instant,57459,0.0135,,
instant,57459,0.0135,,
instant,57460,0.0113,,
instant,57460,0.0113,,
instant,57461,0.0076,,
instant,57461,0.0076,,
instant,57462,0.0075,,
instant,57462,0.0075,,
instant,57463,0.0095,,
instant,57463,0.0095,,
instant,57464,0.0265,,
instant,57464,0.0265,,
instant,57465,0.0031,,
instant,57465,0.0031,,
instant,57466,0.0043,,
instant,57466,0.0043,,
instant,57467,0.0036,,
instant,57467,0.0036,,
instant,57468,0.0286,,
instant,57468,0.0286,,
instant,57469,0.0056,,
instant,57469,0.0056,,
instant,57470,0.0028,,
instant,57470,0.0028,,
instant,57471,0.0115,,
instant,57471,0.0115,,
instant,57472,0.0188,,
instant,57472,0.0188,,
instant,57473,0.0202,,
instant,57473,0.0202,,
instant,57474,0.0127,,
instant,57474,0.0127,,
instant,57475,0.0295,,
instant,57475,0.0295,,
instant,57476,0.007,,
instant,57476,0.007,,
instant,57477,0.0106,,
instant,57477,0.0106,,
instant,57478,0.0136,,
instant,57478,0.0136,,
instant,57479,0.0098,,
instant,57479,0.0098,,
instant,57480,0.057,,
instant,57480,0.057,,
instant,57481,0.0458,,
instant,57481,0.0458,,
instant,57482,0.0147,,
instant,57482,0.0147,,
instant,57483,0.01,,
instant,57483,0.01,,
instant,57484,0.0053,,
instant,57484,0.0053,,
instant,57485,0.011,,
instant,57485,0.011,,
instant,57486,0.0051,,
instant,57486,0.0051,,
instant,57487,0.0241,,
instant,57487,0.0241,,
instant,57488,0.0144,,
instant,57488,0.0144,,
instant,57489,0.0019,,
instant,57489,0.0019,,
instant,57490,0.0167,,
instant,57490,0.0167,,
instant,57491,0.0083,,
instant,57491,0.0083,,
instant,57492,0.0194,,
instant,57492,0.0194,,
instant,57493,0.0186,,
instant,57493,0.0186,,
instant,57494,0.1355,,
instant,57494,0.1355,,
instant,57495,0.0124,,
instant,57495,0.0124,,
instant,57496,0.0121,,
instant,57496,0.0121,,
instant,57497,0.0033,,
instant,57497,0.0033,,
instant,57498,0.1612,,
instant,57498,0.1612,,
instant,57499,0.0146,,
instant,57499,0.0146,,
instant,57500,0.0127,,
instant,57500,0.0127,,
instant,57501,0.0096,,
instant,57501,0.0096,,
instant,57502,0.0779,,
instant,57502,0.0779,,
instant,57503,0.0076,,
instant,57503,0.0076,,
instant,57504,0.0102,,
instant,57504,0.0102,,
instant,57505,0.0129,,
instant,57505,0.0129,,
instant,57506,0.0031,,
instant,57506,0.0031,,
instant,57507,0.029,,
instant,57507,0.029,,
instant,57508,0.0074,,
instant,57508,0.0074,,
instant,57509,0.0263,,
instant,57509,0.0263,,
instant,57510,0.003,,
instant,57510,0.003,,
instant,57511,0.0119,,
instant,57511,0.0119,,
instant,57512,0.0125,,
instant,57512,0.0125,,
instant,57513,0.0383,,
instant,57513,0.0383,,
instant,57514,0.0171,,
instant,57514,0.0171,,
instant,57515,0.0422,,
instant,57515,0.0422,,
instant,57516,0.0084,,
instant,57516,0.0084,,
instant,57517,0.0068,,
instant,57517,0.0068,,
instant,57518,0.0089,,
instant,57518,0.0089,,
instant,57519,0.0035,,
instant,57519,0.0035,,
instant,57520,0.0178,,
instant,57520,0.0178,,
instant,57521,0.032,,
instant,57521,0.032,,
instant,57522,0.0304,,
instant,57522,0.0304,,
instant,57523,0.0138,,
instant,57523,0.0138,,
instant,57524,0.0179,,
instant,57524,0.0179,,
instant,57525,0.0131,,
instant,57525,0.0131,,
instant,57526,0.0124,,
instant,57526,0.0124,,
instant,57527,0.0168,,
instant,57527,0.0168,,
instant,57528,0.0072,,
instant,57528,0.0072,,
instant,57529,0.0086,,
instant,57529,0.0086,,
instant,57530,0.0033,,
instant,57530,0.0033,,
instant,57531,0.0023,,
instant,57531,0.0023,,
instant,57532,0.0158,,
instant,57532,0.0158,,
