kind,step,loss,lr,grad_norm
instant,16245,0.0188,,
instant,16246,0.0084,,
instant,16246,0.0084,,
instant,16247,0.063,,
instant,16247,0.063,,
instant,16248,0.007,,
instant,16248,0.007,,
instant,16249,0.0261,,
instant,16249,0.0261,,
instant,16250,0.0099,,
instant,16250,0.0099,,
instant,16251,0.0144,,
instant,16251,0.0144,,
instant,16252,0.0257,,
instant,16252,0.0257,,
instant,16253,0.0383,,
instant,16253,0.0383,,
instant,16254,0.0464,,
instant,16254,0.0464,,
instant,16255,0.0039,,
instant,16255,0.0039,,
instant,16256,0.0558,,
instant,16256,0.0558,,
instant,16257,0.012,,
instant,16257,0.012,,
instant,16258,0.0131,,
instant,16258,0.0131,,
instant,16259,0.0269,,
instant,16259,0.0269,,
instant,16260,0.0095,,
instant,16260,0.0095,,
instant,16261,0.0028,,
instant,16261,0.0028,,
instant,16262,0.0597,,
instant,16262,0.0597,,
instant,16263,0.014,,
instant,16263,0.014,,
instant,16264,0.0907,,
instant,16264,0.0907,,
instant,16265,0.0165,,
instant,16265,0.0165,,
instant,16266,0.0058,,
instant,16266,0.0058,,
instant,16267,0.0463,,
instant,16267,0.0463,,
instant,16268,0.0042,,
instant,16268,0.0042,,
instant,16269,0.0507,,
instant,16269,0.0507,,
instant,16270,0.0348,,
instant,16270,0.0348,,
instant,16271,0.0404,,
instant,16271,0.0404,,
instant,16272,0.0098,,
instant,16272,0.0098,,
instant,16273,0.051,,
instant,16273,0.051,,
instant,16274,0.006,,
instant,16274,0.006,,
instant,16275,0.0373,,
instant,16275,0.0373,,
instant,16276,0.0205,,
instant,16276,0.0205,,
instant,16277,0.0334,,
instant,16277,0.0334,,
instant,16278,0.0038,,
instant,16278,0.0038,,
instant,16279,0.0033,,
instant,16279,0.0033,,
instant,16280,0.0041,,
instant,16280,0.0041,,
instant,16281,0.0052,,
instant,16281,0.0052,,
instant,16282,0.0158,,
instant,16282,0.0158,,
instant,16283,0.0428,,
instant,16283,0.0428,,
instant,16284,0.0101,,
instant,16284,0.0101,,
instant,16285,0.0104,,
instant,16285,0.0104,,
instant,16286,0.0353,,
instant,16286,0.0353,,
instant,16287,0.0132,,
instant,16287,0.0132,,
instant,16288,0.0293,,
instant,16288,0.0293,,
instant,16289,0.0084,,
instant,16289,0.0084,,
instant,16290,0.0268,,
instant,16290,0.0268,,
instant,16291,0.0428,,
instant,16291,0.0428,,
instant,16292,0.0131,,
instant,16292,0.0131,,
instant,16293,0.0048,,
instant,16293,0.0048,,
instant,16294,0.0178,,
instant,16294,0.0178,,
instant,16295,0.0296,,
instant,16295,0.0296,,
instant,16296,0.0309,,
instant,16296,0.0309,,
instant,16297,0.029,,
instant,16297,0.029,,
instant,16298,0.0408,,
instant,16298,0.0408,,
instant,16299,0.0547,,
instant,16299,0.0547,,
instant,16300,0.0548,,
instant,16300,0.0548,,
instant,16301,0.0665,,
instant,16301,0.0665,,
instant,16302,0.0275,,
instant,16302,0.0275,,
instant,16303,0.0027,,
instant,16303,0.0027,,
instant,16304,0.0231,,
instant,16304,0.0231,,
instant,16305,0.0396,,
instant,16305,0.0396,,
instant,16306,0.0218,,
instant,16306,0.0218,,
instant,16307,0.0526,,
instant,16307,0.0526,,
instant,16308,0.0037,,
instant,16308,0.0037,,
instant,16309,0.02,,
instant,16309,0.02,,
instant,16310,0.0512,,
instant,16310,0.0512,,
instant,16311,0.0454,,
instant,16311,0.0454,,
instant,16312,0.022,,
instant,16312,0.022,,
instant,16313,0.0228,,
instant,16313,0.0228,,
instant,16314,0.0061,,
instant,16314,0.0061,,
instant,16315,0.0052,,
instant,16315,0.0052,,
instant,16316,0.0235,,
instant,16316,0.0235,,
instant,16317,0.028,,
instant,16317,0.028,,
instant,16318,0.0136,,
instant,16318,0.0136,,
instant,16319,0.0222,,
instant,16319,0.0222,,
instant,16320,0.0195,,
instant,16320,0.0195,,
instant,16321,0.0095,,
instant,16321,0.0095,,
instant,16322,0.0224,,
instant,16322,0.0224,,
instant,16323,0.0342,,
instant,16323,0.0342,,
instant,16324,0.0223,,
instant,16324,0.0223,,
instant,16325,0.0098,,
instant,16325,0.0098,,
instant,16326,0.0209,,
instant,16326,0.0209,,
instant,16327,0.0608,,
instant,16327,0.0608,,
instant,16328,0.0243,,
instant,16328,0.0243,,
instant,16329,0.0595,,
instant,16329,0.0595,,
instant,16330,0.0062,,
instant,16330,0.0062,,
instant,16331,0.0304,,
instant,16331,0.0304,,
instant,16332,0.029,,
instant,16332,0.029,,
instant,16333,0.0367,,
instant,16333,0.0367,,
instant,16334,0.0328,,
instant,16334,0.0328,,
instant,16335,0.0312,,
instant,16335,0.0312,,
instant,16336,0.0748,,
instant,16336,0.0748,,
instant,16337,0.0232,,
instant,16337,0.0232,,
instant,16338,0.0831,,
instant,16338,0.0831,,
instant,16339,0.0133,,
instant,16339,0.0133,,
instant,16340,0.0463,,
instant,16340,0.0463,,
instant,16341,0.0748,,
instant,16341,0.0748,,
instant,16342,0.0118,,
instant,16342,0.0118,,
instant,16343,0.0589,,
instant,16343,0.0589,,
instant,16344,0.0212,,
instant,16344,0.0212,,
instant,16345,0.0975,,
instant,16345,0.0975,,
instant,16346,0.0212,,
instant,16346,0.0212,,
instant,16347,0.007,,
instant,16347,0.007,,
instant,16348,0.0389,,
instant,16348,0.0389,,
instant,16349,0.0369,,
instant,16349,0.0369,,
instant,16350,0.0193,,
instant,16350,0.0193,,
instant,16351,0.0344,,
instant,16351,0.0344,,
instant,16352,0.0193,,
instant,16352,0.0193,,
instant,16353,0.0164,,
instant,16353,0.0164,,
instant,16354,0.0303,,
instant,16354,0.0303,,
instant,16355,0.07,,
instant,16355,0.07,,
instant,16356,0.0312,,
instant,16356,0.0312,,
instant,16357,0.074,,
instant,16357,0.074,,
instant,16358,0.0185,,
instant,16358,0.0185,,
instant,16359,0.0125,,
instant,16359,0.0125,,
instant,16360,0.0123,,
instant,16360,0.0123,,
instant,16361,0.0156,,
instant,16361,0.0156,,
instant,16362,0.0554,,
instant,16362,0.0554,,
instant,16363,0.0348,,
instant,16363,0.0348,,
instant,16364,0.0044,,
instant,16364,0.0044,,
instant,16365,0.0329,,
instant,16365,0.0329,,
instant,16366,0.0156,,
instant,16366,0.0156,,
instant,16367,0.0244,,
instant,16367,0.0244,,
instant,16368,0.0078,,
instant,16368,0.0078,,
instant,16369,0.0369,,
instant,16369,0.0369,,
instant,16370,0.0264,,
instant,16370,0.0264,,
instant,16371,0.0185,,
instant,16371,0.0185,,
instant,16372,0.0194,,
instant,16372,0.0194,,
instant,16373,0.0317,,
instant,16373,0.0317,,
instant,16374,0.0113,,
instant,16374,0.0113,,
instant,16375,0.0182,,
instant,16375,0.0182,,
instant,16376,0.0399,,
instant,16376,0.0399,,
instant,16377,0.0546,,
instant,16377,0.0546,,
instant,16378,0.0171,,
instant,16378,0.0171,,
instant,16379,0.0195,,
instant,16379,0.0195,,
instant,16380,0.0944,,
instant,16380,0.0944,,
instant,16381,0.0214,,
instant,16381,0.0214,,
instant,16382,0.0284,,
instant,16382,0.0284,,
instant,16383,0.0108,,
instant,16383,0.0108,,
instant,16384,0.0194,,
instant,16384,0.0194,,
instant,16385,0.0268,,
instant,16385,0.0268,,
instant,16386,0.022,,
instant,16386,0.022,,
instant,16387,0.0371,,
instant,16387,0.0371,,
instant,16388,0.0145,,
instant,16388,0.0145,,
instant,16389,0.0407,,
instant,16389,0.0407,,
instant,16390,0.0035,,
instant,16390,0.0035,,
instant,16391,0.0214,,
instant,16391,0.0214,,
instant,16392,0.0296,,
instant,16392,0.0296,,
instant,16393,0.0067,,
instant,16393,0.0067,,
instant,16394,0.0135,,
instant,16394,0.0135,,
instant,16395,0.0105,,
instant,16395,0.0105,,
instant,16396,0.0301,,
instant,16396,0.0301,,
instant,16397,0.0579,,
instant,16397,0.0579,,
instant,16398,0.0777,,
instant,16398,0.0777,,
instant,16399,0.0141,,
instant,16399,0.0141,,
instant,16400,0.0464,,
instant,16400,0.0464,,
instant,16401,0.0324,,
instant,16401,0.0324,,
instant,16402,0.0219,,
instant,16402,0.0219,,
instant,16403,0.0207,,
instant,16403,0.0207,,
instant,16404,0.018,,
instant,16404,0.018,,
instant,16405,0.0136,,
instant,16405,0.0136,,
instant,16406,0.0497,,
instant,16406,0.0497,,
instant,16407,0.0038,,
instant,16407,0.0038,,
instant,16408,0.0457,,
instant,16408,0.0457,,
instant,16409,0.0219,,
instant,16409,0.0219,,
instant,16410,0.0704,,
instant,16410,0.0704,,
instant,16411,0.0065,,
instant,16411,0.0065,,
instant,16412,0.0116,,
instant,16412,0.0116,,
instant,16413,0.0071,,
instant,16413,0.0071,,
instant,16414,0.0635,,
instant,16414,0.0635,,
instant,16415,0.0511,,
instant,16415,0.0511,,
instant,16416,0.0104,,
instant,16416,0.0104,,
instant,16417,0.0093,,
instant,16417,0.0093,,
instant,16418,0.0179,,
instant,16418,0.0179,,
instant,16419,0.0321,,
instant,16419,0.0321,,
instant,16420,0.0372,,
instant,16420,0.0372,,
instant,16421,0.0071,,
instant,16421,0.0071,,
instant,16422,0.0036,,
instant,16422,0.0036,,
instant,16423,0.0242,,
instant,16423,0.0242,,
instant,16424,0.0468,,
instant,16424,0.0468,,
instant,16425,0.0165,,
instant,16425,0.0165,,
instant,16426,0.0578,,
instant,16426,0.0578,,
instant,16427,0.0415,,
instant,16427,0.0415,,
instant,16428,0.0489,,
instant,16428,0.0489,,
instant,16429,0.016,,
instant,16429,0.016,,
instant,16430,0.0162,,
instant,16430,0.0162,,
instant,16431,0.0895,,
instant,16431,0.0895,,
instant,16432,0.0094,,
instant,16432,0.0094,,
instant,16433,0.0046,,
instant,16433,0.0046,,
instant,16434,0.0296,,
instant,16434,0.0296,,
instant,16435,0.0359,,
instant,16435,0.0359,,
instant,16436,0.0084,,
instant,16436,0.0084,,
instant,16437,0.0138,,
instant,16437,0.0138,,
instant,16438,0.027,,
instant,16438,0.027,,
instant,16439,0.0078,,
instant,16439,0.0078,,
instant,16440,0.0284,,
instant,16440,0.0284,,
instant,16441,0.0129,,
instant,16441,0.0129,,
instant,16442,0.0148,,
instant,16442,0.0148,,
instant,16443,0.0122,,
instant,16443,0.0122,,
instant,16444,0.0098,,
instant,16444,0.0098,,
instant,16445,0.0045,,
instant,16445,0.0045,,
instant,16446,0.028,,
instant,16446,0.028,,
instant,16447,0.0316,,
instant,16447,0.0316,,
instant,16448,0.0525,,
instant,16448,0.0525,,
instant,16449,0.022,,
instant,16449,0.022,,
instant,16450,0.0662,,
instant,16450,0.0662,,
instant,16451,0.0135,,
instant,16451,0.0135,,
instant,16452,0.0241,,
instant,16452,0.0241,,
instant,16453,0.0078,,
instant,16453,0.0078,,
instant,16454,0.0595,,
instant,16454,0.0595,,
instant,16455,0.018,,
instant,16455,0.018,,
instant,16456,0.0655,,
instant,16456,0.0655,,
instant,16457,0.0069,,
instant,16457,0.0069,,
instant,16458,0.0093,,
instant,16458,0.0093,,
instant,16459,0.0248,,
instant,16459,0.0248,,
instant,16460,0.0278,,
instant,16460,0.0278,,
instant,16461,0.0052,,
instant,16461,0.0052,,
instant,16462,0.0562,,
instant,16462,0.0562,,
instant,16463,0.011,,
instant,16463,0.011,,
instant,16464,0.0464,,
instant,16464,0.0464,,
instant,16465,0.0351,,
instant,16465,0.0351,,
instant,16466,0.0064,,
instant,16466,0.0064,,
instant,16467,0.0414,,
instant,16467,0.0414,,
instant,16468,0.0204,,
instant,16468,0.0204,,
instant,16469,0.0502,,
instant,16469,0.0502,,
instant,16470,0.1195,,
instant,16470,0.1195,,
instant,16471,0.0142,,
instant,16471,0.0142,,
instant,16472,0.0406,,
instant,16472,0.0406,,
instant,16473,0.0303,,
instant,16473,0.0303,,
instant,16474,0.0181,,
instant,16474,0.0181,,
instant,16475,0.0433,,
instant,16475,0.0433,,
instant,16476,0.0097,,
instant,16476,0.0097,,
instant,16477,0.0345,,
instant,16477,0.0345,,
instant,16478,0.0223,,
instant,16478,0.0223,,
instant,16479,0.0052,,
instant,16479,0.0052,,
instant,16480,0.0418,,
instant,16480,0.0418,,
instant,16481,0.0047,,
instant,16481,0.0047,,
instant,16482,0.0116,,
instant,16482,0.0116,,
instant,16483,0.093,,
instant,16483,0.093,,
instant,16484,0.0078,,
instant,16484,0.0078,,
instant,16485,0.0059,,
instant,16485,0.0059,,
instant,16486,0.0091,,
instant,16486,0.0091,,
instant,16487,0.0509,,
instant,16487,0.0509,,
instant,16488,0.0245,,
instant,16488,0.0245,,
instant,16489,0.0069,,
instant,16489,0.0069,,
instant,16490,0.0172,,
instant,16490,0.0172,,
instant,16491,0.0115,,
instant,16491,0.0115,,
instant,16492,0.0132,,
instant,16492,0.0132,,
instant,16493,0.0393,,
instant,16493,0.0393,,
instant,16494,0.0079,,
instant,16494,0.0079,,
instant,16495,0.0429,,
instant,16495,0.0429,,
instant,16496,0.012,,
instant,16496,0.012,,
instant,16497,0.0418,,
instant,16497,0.0418,,
instant,16498,0.0097,,
instant,16498,0.0097,,
instant,16499,0.0451,,
instant,16499,0.0451,,
instant,16500,0.0067,,
instant,16500,0.0067,,
instant,16501,0.0081,,
instant,16501,0.0081,,
instant,16502,0.0329,,
instant,16502,0.0329,,
instant,16503,0.0115,,
instant,16503,0.0115,,
instant,16504,0.0299,,
instant,16504,0.0299,,
instant,16505,0.011,,
instant,16505,0.011,,
instant,16506,0.0055,,
instant,16506,0.0055,,
instant,16507,0.0023,,
instant,16507,0.0023,,
instant,16508,0.0177,,
instant,16508,0.0177,,
instant,16509,0.0304,,
instant,16509,0.0304,,
instant,16510,0.0143,,
instant,16510,0.0143,,
instant,16511,0.0058,,
instant,16511,0.0058,,
instant,16512,0.0204,,
instant,16512,0.0204,,
instant,16513,0.0193,,
instant,16513,0.0193,,
instant,16514,0.0238,,
instant,16514,0.0238,,
instant,16515,0.0481,,
instant,16515,0.0481,,
instant,16516,0.0282,,
instant,16516,0.0282,,
instant,16517,0.0103,,
instant,16517,0.0103,,
instant,16518,0.021,,
instant,16518,0.021,,
instant,16519,0.0134,,
instant,16519,0.0134,,
instant,16520,0.0309,,
instant,16520,0.0309,,
instant,16521,0.1032,,
instant,16521,0.1032,,
instant,16522,0.0211,,
instant,16522,0.0211,,
instant,16523,0.0358,,
instant,16523,0.0358,,
instant,16524,0.0119,,
instant,16524,0.0119,,
instant,16525,0.0339,,
instant,16525,0.0339,,
instant,16526,0.0305,,
instant,16526,0.0305,,
instant,16527,0.0325,,
instant,16527,0.0325,,
instant,16528,0.0476,,
instant,16528,0.0476,,
instant,16529,0.0129,,
instant,16529,0.0129,,
instant,16530,0.0442,,
instant,16530,0.0442,,
instant,16531,0.0493,,
instant,16531,0.0493,,
instant,16532,0.0639,,
instant,16532,0.0639,,
instant,16533,0.0114,,
instant,16533,0.0114,,
instant,16534,0.0374,,
instant,16534,0.0374,,
instant,16535,0.0547,,
instant,16535,0.0547,,
instant,16536,0.0448,,
instant,16536,0.0448,,
instant,16537,0.1125,,
instant,16537,0.1125,,
instant,16538,0.0414,,
instant,16538,0.0414,,
instant,16539,0.0115,,
instant,16539,0.0115,,
instant,16540,0.0368,,
instant,16540,0.0368,,
instant,16541,0.0368,,
instant,16541,0.0368,,
instant,16542,0.0053,,
instant,16542,0.0053,,
instant,16543,0.0256,,
instant,16543,0.0256,,
instant,16544,0.0267,,
instant,16544,0.0267,,
instant,16545,0.0428,,
instant,16545,0.0428,,
instant,16546,0.0178,,
instant,16546,0.0178,,
instant,16547,0.0422,,
instant,16547,0.0422,,
instant,16548,0.0438,,
instant,16548,0.0438,,
instant,16549,0.0507,,
instant,16549,0.0507,,
instant,16550,0.0316,,
instant,16550,0.0316,,
instant,16551,0.0195,,
instant,16551,0.0195,,
instant,16552,0.0074,,
instant,16552,0.0074,,
instant,16553,0.0177,,
instant,16553,0.0177,,
instant,16554,0.037,,
instant,16554,0.037,,
instant,16555,0.0198,,
instant,16555,0.0198,,
instant,16556,0.0094,,
instant,16556,0.0094,,
instant,16557,0.024,,
instant,16557,0.024,,
instant,16558,0.0216,,
instant,16558,0.0216,,
instant,16559,0.0165,,
instant,16559,0.0165,,
instant,16560,0.0239,,
instant,16560,0.0239,,
instant,16561,0.0403,,
instant,16561,0.0403,,
instant,16562,0.0136,,
instant,16562,0.0136,,
instant,16563,0.0289,,
instant,16563,0.0289,,
instant,16564,0.006,,
instant,16564,0.006,,
instant,16565,0.0135,,
instant,16565,0.0135,,
instant,16566,0.0276,,
instant,16566,0.0276,,
instant,16567,0.0102,,
instant,16567,0.0102,,
instant,16568,0.0644,,
instant,16568,0.0644,,
instant,16569,0.013,,
instant,16569,0.013,,
instant,16570,0.0542,,
instant,16570,0.0542,,
instant,16571,0.0263,,
instant,16571,0.0263,,
instant,16572,0.0048,,
instant,16572,0.0048,,
instant,16573,0.0079,,
instant,16573,0.0079,,
instant,16574,0.0235,,
instant,16574,0.0235,,
instant,16575,0.0255,,
instant,16575,0.0255,,
instant,16576,0.0115,,
instant,16576,0.0115,,
instant,16577,0.0452,,
instant,16577,0.0452,,
instant,16578,0.0035,,
instant,16578,0.0035,,
instant,16579,0.0251,,
instant,16579,0.0251,,
instant,16580,0.0229,,
instant,16580,0.0229,,
instant,16581,0.0135,,
instant,16581,0.0135,,
instant,16582,0.0632,,
instant,16582,0.0632,,
instant,16583,0.0749,,
instant,16583,0.0749,,
instant,16584,0.0095,,
instant,16584,0.0095,,
instant,16585,0.0198,,
instant,16585,0.0198,,
instant,16586,0.0075,,
instant,16586,0.0075,,
instant,16587,0.0198,,
instant,16587,0.0198,,
instant,16588,0.0218,,
instant,16588,0.0218,,
instant,16589,0.0784,,
instant,16589,0.0784,,
instant,16590,0.0384,,
instant,16590,0.0384,,
instant,16591,0.0295,,
instant,16591,0.0295,,
instant,16592,0.0161,,
instant,16592,0.0161,,
instant,16593,0.0038,,
instant,16593,0.0038,,
instant,16594,0.0175,,
instant,16594,0.0175,,
instant,16595,0.0113,,
instant,16595,0.0113,,
instant,16596,0.0159,,
instant,16596,0.0159,,
instant,16597,0.0093,,
instant,16597,0.0093,,
instant,16598,0.0324,,
instant,16598,0.0324,,
instant,16599,0.0594,,
instant,16599,0.0594,,
instant,16600,0.0331,,
instant,16600,0.0331,,
instant,16601,0.0219,,
instant,16601,0.0219,,
instant,16602,0.0098,,
instant,16602,0.0098,,
instant,16603,0.0388,,
instant,16603,0.0388,,
instant,16604,0.0444,,
instant,16604,0.0444,,
instant,16605,0.0403,,
instant,16605,0.0403,,
instant,16606,0.0115,,
instant,16606,0.0115,,
instant,16607,0.0077,,
instant,16607,0.0077,,
instant,16608,0.0196,,
instant,16608,0.0196,,
instant,16609,0.0451,,
instant,16609,0.0451,,
instant,16610,0.0324,,
instant,16610,0.0324,,
instant,16611,0.0266,,
instant,16611,0.0266,,
instant,16612,0.0426,,
instant,16612,0.0426,,
instant,16613,0.051,,
instant,16613,0.051,,
instant,16614,0.0085,,
instant,16614,0.0085,,
instant,16615,0.0137,,
instant,16615,0.0137,,
instant,16616,0.0497,,
instant,16616,0.0497,,
instant,16617,0.0033,,
instant,16617,0.0033,,
instant,16618,0.0368,,
instant,16618,0.0368,,
instant,16619,0.0142,,
instant,16619,0.0142,,
instant,16620,0.0161,,
instant,16620,0.0161,,
instant,16621,0.039,,
instant,16621,0.039,,
instant,16622,0.044,,
instant,16622,0.044,,
instant,16623,0.0351,,
instant,16623,0.0351,,
instant,16624,0.0963,,
instant,16624,0.0963,,
instant,16625,0.0147,,
instant,16625,0.0147,,
instant,16626,0.0221,,
instant,16626,0.0221,,
instant,16627,0.0494,,
instant,16627,0.0494,,
instant,16628,0.0694,,
instant,16628,0.0694,,
instant,16629,0.0302,,
instant,16629,0.0302,,
instant,16630,0.0303,,
instant,16630,0.0303,,
instant,16631,0.0973,,
instant,16631,0.0973,,
instant,16632,0.0251,,
instant,16632,0.0251,,
instant,16633,0.0427,,
instant,16633,0.0427,,
instant,16634,0.0291,,
instant,16634,0.0291,,
instant,16635,0.0062,,
instant,16635,0.0062,,
instant,16636,0.0168,,
instant,16636,0.0168,,
instant,16637,0.0875,,
instant,16637,0.0875,,
instant,16638,0.0209,,
instant,16638,0.0209,,
instant,16639,0.0077,,
instant,16639,0.0077,,
instant,16640,0.0026,,
instant,16640,0.0026,,
instant,16641,0.0048,,
instant,16641,0.0048,,
instant,16642,0.0278,,
instant,16642,0.0278,,
instant,16643,0.0674,,
instant,16643,0.0674,,
instant,16644,0.0684,,
instant,16644,0.0684,,
instant,16645,0.0443,,
instant,16645,0.0443,,
instant,16646,0.0146,,
instant,16646,0.0146,,
instant,16647,0.0097,,
instant,16647,0.0097,,
instant,16648,0.0419,,
instant,16648,0.0419,,
instant,16649,0.0232,,
instant,16649,0.0232,,
instant,16650,0.0521,,
instant,16650,0.0521,,
instant,16651,0.0366,,
instant,16651,0.0366,,
instant,16652,0.0243,,
instant,16652,0.0243,,
instant,16653,0.0027,,
instant,16653,0.0027,,
instant,16654,0.0039,,
instant,16654,0.0039,,
instant,16655,0.0226,,
instant,16655,0.0226,,
instant,16656,0.0271,,
instant,16656,0.0271,,
instant,16657,0.041,,
instant,16657,0.041,,
instant,16658,0.0298,,
instant,16658,0.0298,,
instant,16659,0.0102,,
instant,16659,0.0102,,
instant,16660,0.0274,,
instant,16660,0.0274,,
instant,16661,0.041,,
instant,16661,0.041,,
instant,16662,0.029,,
instant,16662,0.029,,
instant,16663,0.0456,,
instant,16663,0.0456,,
instant,16664,0.0184,,
instant,16664,0.0184,,
instant,16665,0.021,,
instant,16665,0.021,,
instant,16666,0.0603,,
instant,16666,0.0603,,
instant,16667,0.0163,,
instant,16667,0.0163,,
instant,16668,0.0086,,
instant,16668,0.0086,,
instant,16669,0.0293,,
instant,16669,0.0293,,
instant,16670,0.0506,,
instant,16670,0.0506,,
instant,16671,0.0079,,
instant,16671,0.0079,,
instant,16672,0.0034,,
instant,16672,0.0034,,
instant,16673,0.0127,,
instant,16673,0.0127,,
instant,16674,0.0155,,
instant,16674,0.0155,,
instant,16675,0.0202,,
instant,16675,0.0202,,
instant,16676,0.0302,,
instant,16676,0.0302,,
instant,16677,0.0305,,
instant,16677,0.0305,,
instant,16678,0.0177,,
instant,16678,0.0177,,
instant,16679,0.0303,,
instant,16679,0.0303,,
instant,16680,0.0313,,
instant,16680,0.0313,,
instant,16681,0.0368,,
instant,16681,0.0368,,
instant,16682,0.059,,
instant,16682,0.059,,
instant,16683,0.1146,,
instant,16683,0.1146,,
instant,16684,0.0052,,
instant,16684,0.0052,,
instant,16685,0.011,,
instant,16685,0.011,,
instant,16686,0.0165,,
instant,16686,0.0165,,
